CaseID,train_test,Group,Dup_Stat,OriginDBName,DateOfCaseObserved,Species,DiseaseChosenByUser,ANAEMIA / PALLOR (PALE MEMBRANES),ANOREXIA / (LOSS OF APPETITE),ATAIXA / INCORDINATION OF MOVEMENT,DIARRHOEA,DYSENTERY (BLOOD IN FAECES),DYSPNOEA / COUGHING (DIFFICULTY BREATHING),LYMPH NODE ENLARGEMENT,OCCULAR / NASAL DISCHARGE,PYREXIA / FEVER,STARING COAT (STANDING HAIR / ROUGH COAT),STUNTED GROWTH,WEAKNESS,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION),CONSTIPATION,DEHYDRATION,ICTERUS (YELLOWING OF MEMBRANES),SUBMANDIBULAR / VENTRAL OEDEMA,APATHY / DEPRESSION,ANAEMIA / PALLOR (PALE MEMBRANES)_Absent,ANAEMIA / PALLOR (PALE MEMBRANES)_Present,ANAEMIA / PALLOR (PALE MEMBRANES)_Unknown,ANOREXIA / (LOSS OF APPETITE)_Absent,ANOREXIA / (LOSS OF APPETITE)_Present,ANOREXIA / (LOSS OF APPETITE)_Unknown,ATAIXA / INCORDINATION OF MOVEMENT_Absent,ATAIXA / INCORDINATION OF MOVEMENT_Present,ATAIXA / INCORDINATION OF MOVEMENT_Unknown,DIARRHOEA_Absent,DIARRHOEA_Present,DIARRHOEA_Unknown,DYSENTERY (BLOOD IN FAECES)_Absent,DYSENTERY (BLOOD IN FAECES)_Present,DYSENTERY (BLOOD IN FAECES)_Unknown,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Absent,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Present,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Unknown,LYMPH NODE ENLARGEMENT_Absent,LYMPH NODE ENLARGEMENT_Present,LYMPH NODE ENLARGEMENT_Unknown,OCCULAR / NASAL DISCHARGE_Absent,OCCULAR / NASAL DISCHARGE_Present,OCCULAR / NASAL DISCHARGE_Unknown,PYREXIA / FEVER_Absent,PYREXIA / FEVER_Present,PYREXIA / FEVER_Unknown,STARING COAT (STANDING HAIR / ROUGH COAT)_Absent,STARING COAT (STANDING HAIR / ROUGH COAT)_Present,STARING COAT (STANDING HAIR / ROUGH COAT)_Unknown,STUNTED GROWTH_Absent,STUNTED GROWTH_Present,STUNTED GROWTH_Unknown,WEAKNESS_Absent,WEAKNESS_Present,WEAKNESS_Unknown,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Absent,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Present,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Unknown,CONSTIPATION_Absent,CONSTIPATION_Present,CONSTIPATION_Unknown,DEHYDRATION_Absent,DEHYDRATION_Present,DEHYDRATION_Unknown,ICTERUS (YELLOWING OF MEMBRANES)_Absent,ICTERUS (YELLOWING OF MEMBRANES)_Present,ICTERUS (YELLOWING OF MEMBRANES)_Unknown,SUBMANDIBULAR / VENTRAL OEDEMA_Absent,SUBMANDIBULAR / VENTRAL OEDEMA_Present,SUBMANDIBULAR / VENTRAL OEDEMA_Unknown,APATHY / DEPRESSION_Absent,APATHY / DEPRESSION_Present,APATHY / DEPRESSION_Unknown,DiseaseChosenByUser,Target_Num,Target_Name,Disease_1,Disease_2,Disease_3,Disease_4,Disease_5,Disease_6,Disease_7,Disease_8,Disease_9,Disease_10,Disease_11,Disease_12,Disease_13,Disease_14,Disease_1,Disease_2,Disease_3,Disease_4,Disease_5,Disease_6,Disease_7,Disease_8,Disease_9,Disease_10,Disease_11,Disease_12,Disease_13,Disease_14,sum_prob
779,0,0,U,Eddie,2/6/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NP,NP,P,P,NP,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,POX,PASTEUROLLOSIS,HAEMONCHOSIS,TRICHOSTRONGIULOSIS,PPR,FASCIOLOSIS,MANGE MITE,COWDRIOSIS,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,ZZ_OTHER,49.9,31.12,17.7,0.48,0.27,0.22,0.21,0.09,0.01,0,0,0,0,0,100
792,0,0,U,Eddie,2/4/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,P,P,NP,NP,P,P,NP,P,P,P,NP,P,NO,P,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,LUNGWORM,7,LUNGWORM,FASCIOLOSIS,POX,LUNGWORM,TRICHOSTRONGIULOSIS,ZZ_OTHER,PASTEUROLLOSIS,HAEMONCHOSIS,PPR,MANGE MITE,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,38.95,28.74,14.03,5.58,5.2,4.2,2.29,0.99,0.02,0,0,0,0,0,100
944,0,0,U,Eddie,3/20/2019 0:00, SHEEP,LUNGWORM,NP,NP,NP,NP,NP,P,NP,P,NP,P,P,P,P,NP,NP,P,NP,NP,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,LUNGWORM,7,LUNGWORM,LUNGWORM,FASCIOLOSIS,MANGE MITE,NASAL BOT,TRICHOSTRONGIULOSIS,PASTEUROLLOSIS,POX,PPR,CONTAGIOUS ECTHYMA (ORF),HAEMONCHOSIS,COENUROSIS,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,90.02,4.08,2.97,1.54,0.62,0.5,0.23,0.02,0.01,0.01,0,0,0,0,100
1105,0,0,U,Eddie,3/5/2019 0:00, SHEEP,LUNGWORM,NP,NP,NP,NP,NP,P,NP,NP,NP,NP,NP,P,P,NP,NP,NP,NP,P,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,LUNGWORM,7,LUNGWORM,LUNGWORM,PASTEUROLLOSIS,COENUROSIS,NASAL BOT,HYPOCALCEMIA / PREGNANCY TOX.,POX,TRICHOSTRONGIULOSIS,MANGE MITE,CONTAGIOUS ECTHYMA (ORF),FASCIOLOSIS,HAEMONCHOSIS,PPR,COWDRIOSIS,ZZ_OTHER,54.51,15.77,8.26,7.04,6.49,4.31,2.18,0.53,0.35,0.34,0.2,0.02,0,0,100
738,0,49,D,Eddie,2/6/2019 0:00, SHEEP,MANGE MITE,P,NP,NP,NP,NP,NP,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,NP,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,MANGE MITE,8,MANGE MITE,MANGE MITE,HAEMONCHOSIS,TRICHOSTRONGIULOSIS,FASCIOLOSIS,LUNGWORM,CONTAGIOUS ECTHYMA (ORF),COENUROSIS,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,PASTEUROLLOSIS,POX,PPR,ZZ_OTHER,47.82,40.1,7.56,4.19,0.31,0.01,0,0,0,0,0,0,0,0,99.99
740,0,47,D,Eddie,2/6/2019 0:00, SHEEP,MANGE MITE,P,NP,NP,NP,NP,NP,NP,NP,P,P,P,P,P,NP,NP,NP,NP,NP,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,MANGE MITE,8,MANGE MITE,HAEMONCHOSIS,MANGE MITE,FASCIOLOSIS,TRICHOSTRONGIULOSIS,LUNGWORM,POX,PASTEUROLLOSIS,CONTAGIOUS ECTHYMA (ORF),COENUROSIS,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,PPR,ZZ_OTHER,54.89,31.89,5.74,5.04,2.24,0.1,0.06,0.03,0,0,0,0,0,0,99.99
741,0,49,D,Eddie,2/6/2019 0:00, SHEEP,MANGE MITE,P,NP,NP,NP,NP,NP,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,NP,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,MANGE MITE,8,MANGE MITE,MANGE MITE,HAEMONCHOSIS,TRICHOSTRONGIULOSIS,FASCIOLOSIS,LUNGWORM,CONTAGIOUS ECTHYMA (ORF),COENUROSIS,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,PASTEUROLLOSIS,POX,PPR,ZZ_OTHER,47.82,40.1,7.56,4.19,0.31,0.01,0,0,0,0,0,0,0,0,99.99
743,0,49,D,Eddie,2/6/2019 0:00, SHEEP,MANGE MITE,P,NP,NP,NP,NP,NP,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,NP,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,MANGE MITE,8,MANGE MITE,MANGE MITE,HAEMONCHOSIS,TRICHOSTRONGIULOSIS,FASCIOLOSIS,LUNGWORM,CONTAGIOUS ECTHYMA (ORF),COENUROSIS,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,PASTEUROLLOSIS,POX,PPR,ZZ_OTHER,47.82,40.1,7.56,4.19,0.31,0.01,0,0,0,0,0,0,0,0,99.99
744,0,49,D,Eddie,2/6/2019 0:00, SHEEP,MANGE MITE,P,NP,NP,NP,NP,NP,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,NP,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,MANGE MITE,8,MANGE MITE,MANGE MITE,HAEMONCHOSIS,TRICHOSTRONGIULOSIS,FASCIOLOSIS,LUNGWORM,CONTAGIOUS ECTHYMA (ORF),COENUROSIS,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,PASTEUROLLOSIS,POX,PPR,ZZ_OTHER,47.82,40.1,7.56,4.19,0.31,0.01,0,0,0,0,0,0,0,0,99.99
230,0,114,M,Eddie,1/14/2019 0:00, SHEEP,MANGE MITE,NP,NP,NP,NP,NP,NP,NP,NP,NP,P,NP,P,P,NP,NP,NP,NP,P,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,MANGE MITE,8,MANGE MITE,MANGE MITE,TRICHOSTRONGIULOSIS,COENUROSIS,LUNGWORM,FASCIOLOSIS,HAEMONCHOSIS,POX,PASTEUROLLOSIS,CONTAGIOUS ECTHYMA (ORF),HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,COWDRIOSIS,PPR,ZZ_OTHER,89.41,3.11,2.13,1.8,1.66,1.14,0.41,0.21,0.09,0.02,0.02,0,0,0,100
4157,0,117,M,veteddie_eddie,1/19/2020 0:00, SHEEP,MANGE MITE,NP,NP,NP,NP,NP,NP,NP,NP,NP,P,NP,NP,P,NP,NP,NP,NP,P,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,MANGE MITE,8,MANGE MITE,MANGE MITE,TRICHOSTRONGIULOSIS,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),LUNGWORM,HAEMONCHOSIS,FASCIOLOSIS,POX,NASAL BOT,PASTEUROLLOSIS,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,PPR,ZZ_OTHER,85.3464,6.16916,2.03292,1.85279,1.60104,1.27001,0.926379,0.457412,0.228247,0.073266,0.0412969,0.00104982,4.10E-05,1.64E-14,100.0000117
609,0,0,U,Eddie,2/6/2019 0:00, SHEEP,MANGE MITE,NP,P,NP,NP,NP,NP,P,P,NP,P,P,NP,P,NP,NP,NP,NP,NP,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,MANGE MITE,8,MANGE MITE,MANGE MITE,CONTAGIOUS ECTHYMA (ORF),LUNGWORM,POX,TRICHOSTRONGIULOSIS,PASTEUROLLOSIS,FASCIOLOSIS,NASAL BOT,HAEMONCHOSIS,PPR,COENUROSIS,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,56.12,13.51,12.74,7.9,3.45,3.36,1.61,0.76,0.54,0.01,0,0,0,0,100
662,0,0,U,Eddie,2/2/2019 0:00, SHEEP,MANGE MITE,NP,NP,NP,NP,NP,NP,NP,NP,P,P,P,P,P,NP,NP,NP,NP,NP,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,MANGE MITE,8,MANGE MITE,MANGE MITE,TRICHOSTRONGIULOSIS,HAEMONCHOSIS,LUNGWORM,FASCIOLOSIS,CONTAGIOUS ECTHYMA (ORF),PASTEUROLLOSIS,POX,COENUROSIS,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,NASAL BOT,PPR,ZZ_OTHER,96.64,0.91,0.8,0.59,0.58,0.2,0.14,0.14,0,0,0,0,0,0,100
1418,0,109,M,Eddie,4/11/2019 0:00, SHEEP,NASAL BOT,NP,NP,NP,NP,NP,P,NP,P,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,NASAL BOT,9,NASAL BOT,NASAL BOT,LUNGWORM,CONTAGIOUS ECTHYMA (ORF),POX,PASTEUROLLOSIS,COENUROSIS,COWDRIOSIS,FASCIOLOSIS,HAEMONCHOSIS,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,PPR,TRICHOSTRONGIULOSIS,ZZ_OTHER,98.03,1.37,0.54,0.04,0.02,0,0,0,0,0,0,0,0,0,100
575,0,67,D,Eddie,2/1/2019 0:00, SHEEP,PASTEUROLLOSIS,NP,P,NP,NP,NP,P,NP,P,P,P,P,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,PASTEUROLLOSIS,10,PASTEUROLLOSIS,PASTEUROLLOSIS,LUNGWORM,POX,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,FASCIOLOSIS,HAEMONCHOSIS,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,NASAL BOT,TRICHOSTRONGIULOSIS,ZZ_OTHER,43.1,28.75,18.91,9.22,0,0,0,0,0,0,0,0,0,0,99.98
576,0,67,D,Eddie,2/1/2019 0:00, SHEEP,PASTEUROLLOSIS,NP,P,NP,NP,NP,P,NP,P,P,P,P,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,PASTEUROLLOSIS,10,PASTEUROLLOSIS,PASTEUROLLOSIS,LUNGWORM,POX,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,FASCIOLOSIS,HAEMONCHOSIS,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,NASAL BOT,TRICHOSTRONGIULOSIS,ZZ_OTHER,43.1,28.75,18.91,9.22,0,0,0,0,0,0,0,0,0,0,99.98
597,0,67,D,Eddie,2/1/2019 0:00, SHEEP,PASTEUROLLOSIS,NP,P,NP,NP,NP,P,NP,P,P,P,P,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,PASTEUROLLOSIS,10,PASTEUROLLOSIS,PASTEUROLLOSIS,LUNGWORM,POX,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,FASCIOLOSIS,HAEMONCHOSIS,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,NASAL BOT,TRICHOSTRONGIULOSIS,ZZ_OTHER,43.1,28.75,18.91,9.22,0,0,0,0,0,0,0,0,0,0,99.98
598,0,67,D,Eddie,2/1/2019 0:00, SHEEP,PASTEUROLLOSIS,NP,P,NP,NP,NP,P,NP,P,P,P,P,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,PASTEUROLLOSIS,10,PASTEUROLLOSIS,PASTEUROLLOSIS,LUNGWORM,POX,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,FASCIOLOSIS,HAEMONCHOSIS,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,NASAL BOT,TRICHOSTRONGIULOSIS,ZZ_OTHER,43.1,28.75,18.91,9.22,0,0,0,0,0,0,0,0,0,0,99.98
629,0,67,D,Eddie,2/1/2019 0:00, SHEEP,PASTEUROLLOSIS,NP,P,NP,NP,NP,P,NP,P,P,P,P,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,PASTEUROLLOSIS,10,PASTEUROLLOSIS,PASTEUROLLOSIS,LUNGWORM,POX,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,FASCIOLOSIS,HAEMONCHOSIS,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,NASAL BOT,TRICHOSTRONGIULOSIS,ZZ_OTHER,43.1,28.75,18.91,9.22,0,0,0,0,0,0,0,0,0,0,99.98
631,0,67,D,Eddie,2/1/2019 0:00, SHEEP,PASTEUROLLOSIS,NP,P,NP,NP,NP,P,NP,P,P,P,P,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,PASTEUROLLOSIS,10,PASTEUROLLOSIS,PASTEUROLLOSIS,LUNGWORM,POX,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,FASCIOLOSIS,HAEMONCHOSIS,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,NASAL BOT,TRICHOSTRONGIULOSIS,ZZ_OTHER,43.1,28.75,18.91,9.22,0,0,0,0,0,0,0,0,0,0,99.98
646,0,67,D,Eddie,2/2/2019 0:00, SHEEP,PASTEUROLLOSIS,NP,P,NP,NP,NP,P,NP,P,P,P,P,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,PASTEUROLLOSIS,10,PASTEUROLLOSIS,PASTEUROLLOSIS,LUNGWORM,POX,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,FASCIOLOSIS,HAEMONCHOSIS,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,NASAL BOT,TRICHOSTRONGIULOSIS,ZZ_OTHER,43.1,28.75,18.91,9.22,0,0,0,0,0,0,0,0,0,0,99.98
647,0,67,D,Eddie,2/2/2019 0:00, SHEEP,PASTEUROLLOSIS,NP,P,NP,NP,NP,P,NP,P,P,P,P,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,PASTEUROLLOSIS,10,PASTEUROLLOSIS,PASTEUROLLOSIS,LUNGWORM,POX,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,FASCIOLOSIS,HAEMONCHOSIS,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,NASAL BOT,TRICHOSTRONGIULOSIS,ZZ_OTHER,43.1,28.75,18.91,9.22,0,0,0,0,0,0,0,0,0,0,99.98
679,0,102,D,Eddie,2/5/2019 0:00, SHEEP,PASTEUROLLOSIS,NP,NP,NP,NP,NP,P,NP,P,P,P,NP,P,P,NP,NP,NP,NP,P,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,PASTEUROLLOSIS,10,PASTEUROLLOSIS,POX,PASTEUROLLOSIS,LUNGWORM,PPR,NASAL BOT,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,FASCIOLOSIS,HAEMONCHOSIS,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,TRICHOSTRONGIULOSIS,ZZ_OTHER,35.6,34.89,27.54,1.94,0.03,0,0,0,0,0,0,0,0,0,100
680,0,67,D,Eddie,2/5/2019 0:00, SHEEP,PASTEUROLLOSIS,NP,P,NP,NP,NP,P,NP,P,P,P,P,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,PASTEUROLLOSIS,10,PASTEUROLLOSIS,PASTEUROLLOSIS,LUNGWORM,POX,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,FASCIOLOSIS,HAEMONCHOSIS,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,NASAL BOT,TRICHOSTRONGIULOSIS,ZZ_OTHER,43.1,28.75,18.91,9.22,0,0,0,0,0,0,0,0,0,0,99.98
681,0,76,D,Eddie,2/5/2019 0:00, SHEEP,PASTEUROLLOSIS,NP,P,NP,NP,NP,P,NP,P,P,NP,NP,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,PASTEUROLLOSIS,10,PASTEUROLLOSIS,PASTEUROLLOSIS,POX,LUNGWORM,PPR,NASAL BOT,HYPOCALCEMIA / PREGNANCY TOX.,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,FASCIOLOSIS,HAEMONCHOSIS,MANGE MITE,TRICHOSTRONGIULOSIS,ZZ_OTHER,65.7,23.58,8.09,2.59,0.03,0.01,0,0,0,0,0,0,0,0,100
682,0,67,D,Eddie,2/5/2019 0:00, SHEEP,PASTEUROLLOSIS,NP,P,NP,NP,NP,P,NP,P,P,P,P,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,PASTEUROLLOSIS,10,PASTEUROLLOSIS,PASTEUROLLOSIS,LUNGWORM,POX,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,FASCIOLOSIS,HAEMONCHOSIS,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,NASAL BOT,TRICHOSTRONGIULOSIS,ZZ_OTHER,43.1,28.75,18.91,9.22,0,0,0,0,0,0,0,0,0,0,99.98
686,0,67,D,Eddie,2/5/2019 0:00, SHEEP,PASTEUROLLOSIS,NP,P,NP,NP,NP,P,NP,P,P,P,P,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,PASTEUROLLOSIS,10,PASTEUROLLOSIS,PASTEUROLLOSIS,LUNGWORM,POX,PPR,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,FASCIOLOSIS,HAEMONCHOSIS,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,NASAL BOT,TRICHOSTRONGIULOSIS,ZZ_OTHER,43.1,28.75,18.91,9.22,0,0,0,0,0,0,0,0,0,0,99.98
687,0,102,D,Eddie,2/5/2019 0:00, SHEEP,PASTEUROLLOSIS,NP,NP,NP,NP,NP,P,NP,P,P,P,NP,P,P,NP,NP,NP,NP,P,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,PASTEUROLLOSIS,10,PASTEUROLLOSIS,POX,PASTEUROLLOSIS,LUNGWORM,PPR,NASAL BOT,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,FASCIOLOSIS,HAEMONCHOSIS,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,TRICHOSTRONGIULOSIS,ZZ_OTHER,35.6,34.89,27.54,1.94,0.03,0,0,0,0,0,0,0,0,0,100
